t,x1,y1,z1,x2,y2,z2,dx,dy,dz,cal_x,cal_y,cal_z
1759751873.4504995,3954.58,-2016.96,1006.48,-37.26,62.5,37.27,3991.84,-1954.46,1043.75,-1060.898000000001,-100.08450000000084,866.5455
1759751873.5107813,3970.21,-2018.16,996.31,-37.26,62.5,37.99,4007.4700000000003,-1955.66,1034.3,-1045.268000000001,-101.28450000000089,857.0954999999999
1759751873.631274,3982.23,-2019.36,982.04,-37.26,62.5,37.51,4019.4900000000002,-1956.86,1019.55,-1033.248000000001,-102.48450000000071,842.3454999999999
1759751873.6897051,3989.44,-2018.16,977.44,-37.26,62.5,38.24,4026.7000000000003,-1955.66,1015.6800000000001,-1026.038000000001,-101.28450000000089,838.4755
1759751873.7507875,3767.07,-2013.35,1144.42,-37.26,61.3,36.54,3804.3300000000004,-1952.05,1180.96,-1248.4080000000008,-97.67450000000076,1003.7555
1759751873.8709943,3865.63,-2015.75,1070.37,-37.26,62.5,36.78,3902.8900000000003,-1953.25,1107.1499999999999,-1149.8480000000009,-98.87450000000081,929.9454999999998
1759751873.9301739,3895.68,-2015.75,1043.99,-36.06,63.71,37.51,3931.74,-1952.04,1081.5,-1120.9980000000014,-97.66450000000077,904.2955
1759751873.990878,3914.91,-2015.75,1096.5,-37.26,63.71,37.75,3952.17,-1952.04,1134.25,-1100.5680000000011,-97.66450000000077,957.0455
1759751874.0502436,3185.3,-2139.56,1621.88,-36.06,62.5,37.03,3221.36,-2077.06,1658.91,-1831.378000000001,-222.68450000000075,1481.7055
1759751874.1703036,2324.67,-2178.02,1906.48,-37.26,62.5,38.96,2361.9300000000003,-2115.52,1945.44,-2690.808000000001,-261.1445000000008,1768.2355
1759751874.230708,2712.91,-2126.34,1748.45,-36.06,62.5,38.72,2748.97,-2063.84,1787.17,-2303.7680000000014,-209.46450000000095,1609.9655
1759751874.290573,2865.57,-2113.12,1724.25,-37.26,63.71,36.3,2902.8300000000004,-2049.41,1760.55,-2149.908000000001,-195.03450000000066,1583.3455
1759751874.4106357,2685.27,-2126.34,1835.57,-37.26,62.5,35.33,2722.53,-2063.84,1870.8999999999999,-2330.208000000001,-209.46450000000095,1693.6954999999998
1759751874.47131,2355.92,-2051.81,1936.24,-37.26,62.5,37.51,2393.1800000000003,-1989.31,1973.75,-2659.558000000001,-134.93450000000075,1796.5455
1759751874.5305023,2587.91,-2069.84,1849.61,-36.06,62.5,36.54,2623.97,-2007.3400000000001,1886.1499999999999,-2428.7680000000014,-152.96450000000095,1708.9454999999998
1759751874.5908384,2679.26,-2069.84,1811.37,-36.06,62.5,36.3,2715.32,-2007.3400000000001,1847.6699999999998,-2337.418000000001,-152.96450000000095,1670.4654999999998
1759751874.7106876,2022.97,-2127.54,2288.84,-38.46,62.5,37.03,2061.43,-2065.04,2325.8700000000003,-2991.3080000000014,-210.66450000000077,2148.6655
1759751874.7707918,377.43,-2078.26,2449.52,-37.26,62.5,37.27,414.69,-2015.7600000000002,2486.79,-4638.048000000002,-161.38450000000103,2309.5854999999997
1759751874.8303514,798.13,-2114.32,2349.58,-37.26,61.3,35.82,835.39,-2053.02,2385.4,-4217.348000000001,-198.6445000000008,2208.1955
1759751874.9510784,1076.99,-2093.88,2332.64,-37.26,61.3,36.3,1114.25,-2032.5800000000002,2368.94,-3938.488000000001,-178.20450000000096,2191.7355
1759751875.009988,1218.83,-2083.07,2310.13,-36.06,62.5,37.03,1254.8899999999999,-2020.5700000000002,2347.1600000000003,-3797.8480000000013,-166.19450000000097,2169.9555
1759751875.071684,1312.58,-2078.26,2300.94,-37.26,62.5,36.78,1349.84,-2015.7600000000002,2337.7200000000003,-3702.898000000001,-161.38450000000103,2160.5155
1759751875.1304908,412.29,-2159.99,2395.32,-37.26,62.5,37.03,449.55,-2097.49,2432.3500000000004,-4603.188000000001,-243.1145000000006,2255.1455
1759751875.3106375,-665.91,-2134.75,2249.39,-37.26,62.5,37.27,-628.65,-2072.25,2286.66,-5681.388000000001,-217.8745000000008,2109.4554999999996
1759751875.3116364,-271.65,-2054.22,2323.68,-38.46,62.5,38.24,-233.18999999999997,-1991.7199999999998,2361.9199999999996,-5285.928000000001,-137.3445000000006,2184.7154999999993
1759751875.3713121,-32.45,-2062.63,2364.34,-36.06,62.5,37.27,3.6099999999999994,-2000.13,2401.61,-5049.1280000000015,-145.75450000000092,2224.4055
1759751875.4897928,82.94,-2060.23,2378.38,-37.26,62.5,37.03,120.19999999999999,-1997.73,2415.4100000000003,-4932.538000000001,-143.35450000000083,2238.2055
1759751875.5510302,165.88,-2055.42,2387.57,-37.26,62.5,37.27,203.14,-1992.92,2424.84,-4849.598000000001,-138.54450000000088,2247.6355
1759751875.6115427,224.77,-2050.61,2391.69,-38.46,63.71,37.03,263.23,-1986.9,2428.7200000000003,-4789.508000000002,-132.5245000000009,2251.5155
1759751875.7292025,274.06,-2048.21,2392.17,-37.26,62.5,36.54,311.32,-1985.71,2428.71,-4741.4180000000015,-131.33450000000084,2251.5054999999998
1759751875.791186,312.52,-2043.4,2393.86,-38.46,62.5,36.54,350.97999999999996,-1980.9,2430.4,-4701.758000000002,-126.5245000000009,2253.1955
1759751875.850808,348.58,-2039.79,2397.25,-38.46,62.5,37.27,387.03999999999996,-1977.29,2434.52,-4665.698000000001,-122.91450000000077,2257.3154999999997
1759751875.970899,378.63,-2036.19,2396.53,-37.26,61.3,37.99,415.89,-1974.89,2434.52,-4636.848000000001,-120.51450000000091,2257.3154999999997
1759751875.9719021,403.87,-2033.78,2404.75,-36.06,62.5,36.54,439.93,-1971.28,2441.29,-4612.808000000001,-116.90450000000078,2264.0854999999997
1759751876.091208,426.71,-2030.18,2399.67,-37.26,62.5,37.27,463.96999999999997,-1967.68,2436.94,-4588.768000000001,-113.30450000000087,2259.7355
1759751876.1504598,447.14,-2026.57,2399.91,-37.26,62.5,37.99,484.4,-1964.07,2437.8999999999996,-4568.338000000002,-109.69450000000074,2260.6954999999994
1759751876.2705238,465.17,-2025.37,2395.8,-37.26,63.71,37.75,502.43,-1961.6599999999999,2433.55,-4550.308000000001,-107.28450000000066,2256.3455
1759751876.3307421,482.0,-2022.97,2401.37,-37.26,62.5,37.75,519.26,-1960.47,2439.12,-4533.478000000001,-106.09450000000083,2261.9154999999996
1759751876.391541,497.63,-2019.36,2397.98,-37.26,62.5,37.51,534.89,-1956.86,2435.4900000000002,-4517.848000000001,-102.48450000000071,2258.2855
1759751876.4511101,513.25,-2018.16,2400.88,-37.26,63.71,39.69,550.51,-1954.45,2440.57,-4502.228000000001,-100.07450000000085,2263.3655
1759751876.5117369,525.27,-2014.55,2398.7,-37.26,63.71,38.48,562.53,-1950.84,2437.18,-4490.208000000001,-96.46450000000073,2259.9754999999996
1759751876.6310513,538.5,-2013.35,2398.7,-37.26,63.71,37.27,575.76,-1949.6399999999999,2435.97,-4476.978000000001,-95.26450000000068,2258.7654999999995
1759751876.691535,550.52,-2010.95,2396.04,-36.06,61.3,37.51,586.5799999999999,-1949.65,2433.55,-4466.158000000001,-95.2745000000009,2256.3455
1759751876.7511446,561.33,-2007.34,2394.11,-37.26,62.5,39.2,598.59,-1944.84,2433.31,-4454.148000000001,-90.46450000000073,2256.1054999999997
1759751876.8708234,572.15,-2006.14,2396.53,-37.26,62.5,37.51,609.41,-1943.64,2434.0400000000004,-4443.328000000001,-89.26450000000091,2256.8355
1759751876.9312234,580.57,-2004.94,2393.14,-37.26,62.5,38.96,617.83,-1942.44,2432.1,-4434.908000000001,-88.06450000000086,2254.8954999999996
1759751876.9909458,591.38,-2003.73,2395.07,-37.26,62.5,38.72,628.64,-1941.23,2433.79,-4424.098000000001,-86.85450000000083,2256.5854999999997
1759751877.0510907,598.6,-2000.13,2394.35,-37.26,61.3,36.78,635.86,-1938.8300000000002,2431.13,-4416.8780000000015,-84.45450000000096,2253.9255
1759751877.2303338,608.21,-1998.93,2390.23,-37.26,62.5,35.33,645.47,-1936.43,2425.56,-4407.268000000001,-82.05450000000087,2248.3554999999997
1759751877.2313325,615.42,-1996.52,2390.72,-37.26,63.71,37.51,652.68,-1932.81,2428.23,-4400.058000000001,-78.43450000000075,2251.0254999999997
1759751877.2910268,622.64,-1995.32,2391.93,-37.26,62.5,39.93,659.9,-1932.82,2431.8599999999997,-4392.838000000002,-78.44450000000074,2254.6554999999994
1759751877.410788,629.85,-1992.92,2393.14,-37.26,61.3,38.48,667.11,-1931.6200000000001,2431.62,-4385.6280000000015,-77.24450000000093,2254.4154999999996
1759751877.589383,637.06,-1991.71,2389.75,-38.46,62.5,37.99,675.52,-1929.21,2427.74,-4377.218000000001,-74.83450000000084,2250.5354999999995
1759751877.5913892,645.47,-1990.51,2388.3,-37.26,62.5,37.51,682.73,-1928.01,2425.8100000000004,-4370.008000000002,-73.6345000000008,2248.6055
1759751877.5928957,650.28,-1989.31,2386.36,-37.26,63.71,36.54,687.54,-1925.6,2422.9,-4365.198000000001,-71.22450000000072,2245.6955
1759751877.7107427,657.49,-1986.91,2386.85,-37.26,62.5,38.24,694.75,-1924.41,2425.0899999999997,-4357.988000000001,-70.03450000000089,2247.8854999999994
1759751877.7712712,662.3,-1984.5,2385.88,-37.26,62.5,39.2,699.56,-1922.0,2425.08,-4353.178000000002,-67.62450000000081,2247.8754999999996
1759751877.8298547,669.51,-1983.3,2383.46,-37.26,62.5,36.54,706.77,-1920.8,2420.0,-4345.968000000001,-66.42450000000076,2242.7954999999997
1759751877.9518209,674.32,-1983.3,2383.22,-37.26,63.71,36.78,711.58,-1919.59,2420.0,-4341.158000000001,-65.21450000000073,2242.7954999999997
1759751878.010766,677.93,-1980.9,2379.59,-37.26,62.5,38.24,715.1899999999999,-1918.4,2417.83,-4337.548000000002,-64.0245000000009,2240.6254999999996
1759751878.071009,683.94,-1977.29,2381.04,-36.06,63.71,37.99,720.0,-1913.58,2419.0299999999997,-4332.738000000001,-59.204500000000735,2241.8254999999995
1759751878.1311908,688.75,-1977.29,2380.8,-36.06,62.5,39.69,724.81,-1914.79,2420.4900000000002,-4327.928000000002,-60.41450000000077,2243.2855
1759751878.2507124,692.35,-1976.09,2380.55,-37.26,61.3,38.72,729.61,-1914.79,2419.27,-4323.1280000000015,-60.41450000000077,2242.0654999999997
1759751878.3103611,697.16,-1974.89,2377.17,-38.46,62.5,39.45,735.62,-1912.39,2416.62,-4317.118000000001,-58.01450000000091,2239.4154999999996
1759751878.3713455,701.97,-1973.68,2377.65,-37.26,62.5,37.75,739.23,-1911.18,2415.4,-4313.508000000002,-56.80450000000087,2238.1955
1759751878.4911315,705.57,-1972.48,2378.13,-36.06,61.3,37.03,741.6300000000001,-1911.18,2415.1600000000003,-4311.108000000001,-56.80450000000087,2237.9555
1759751878.5503836,710.38,-1971.28,2376.68,-38.46,62.5,37.03,748.84,-1908.78,2413.71,-4303.898000000001,-54.40450000000078,2236.5054999999998
1759751878.6110363,712.79,-1968.88,2373.54,-36.06,63.71,37.03,748.8499999999999,-1905.17,2410.57,-4303.888000000001,-50.79450000000088,2233.3655
1759751878.6701663,717.59,-1968.88,2373.05,-37.26,62.5,38.24,754.85,-1906.38,2411.29,-4297.888000000001,-52.00450000000092,2234.0854999999997
1759751878.7905045,722.4,-1967.67,2372.81,-37.26,63.71,35.82,759.66,-1903.96,2408.63,-4293.078000000001,-49.584500000000844,2231.4255
1759751878.8511658,724.81,-1966.47,2372.08,-38.46,63.71,36.3,763.27,-1902.76,2408.38,-4289.468000000001,-48.3845000000008,2231.1755
1759751878.9701476,728.41,-1965.27,2368.94,-38.46,62.5,37.99,766.87,-1902.77,2406.93,-4285.868000000001,-48.39450000000079,2229.7254999999996
1759751879.0304344,730.82,-1965.27,2370.87,-37.26,61.3,38.24,768.08,-1903.97,2409.1099999999997,-4284.658000000001,-49.594500000000835,2231.9054999999994
1759751879.0906396,734.42,-1964.07,2371.12,-36.06,63.71,36.3,770.48,-1900.36,2407.42,-4282.258000000002,-45.98450000000071,2230.2155
1759751879.1514418,736.83,-1962.87,2375.47,-37.26,62.5,37.99,774.09,-1900.37,2413.4599999999996,-4278.648000000001,-45.9945000000007,2236.2554999999993
1759751879.2115297,740.43,-1961.66,2370.15,-37.26,62.5,39.93,777.6899999999999,-1899.16,2410.08,-4275.048000000002,-44.78450000000089,2232.8754999999996
1759751879.3312213,742.84,-1960.46,2369.18,-37.26,62.5,37.27,780.1,-1897.96,2406.45,-4272.638000000001,-43.584500000000844,2229.2454999999995
1759751879.3906796,745.24,-1959.26,2367.73,-37.26,62.5,38.24,782.5,-1896.76,2405.97,-4270.238000000001,-42.3845000000008,2228.7654999999995
1759751879.4507544,747.64,-1958.06,2367.49,-38.46,62.5,36.78,786.1,-1895.56,2404.27,-4266.638000000001,-41.18450000000075,2227.0654999999997
1759751879.5711844,751.25,-1956.86,2367.0,-36.06,62.5,36.78,787.31,-1894.36,2403.78,-4265.428000000002,-39.98450000000071,2226.5755
1759751879.6308374,753.65,-1955.65,2364.58,-37.26,62.5,38.72,790.91,-1893.15,2403.2999999999997,-4261.828000000001,-38.7745000000009,2226.0954999999994
1759751879.6908038,754.86,-1955.65,2363.86,-38.46,63.71,37.99,793.32,-1891.94,2401.85,-4259.4180000000015,-37.56450000000086,2224.6454999999996
1759751879.8103597,759.66,-1953.25,2363.13,-36.06,63.71,37.27,795.72,-1889.54,2400.4,-4257.018000000001,-35.16450000000077,2223.1955
1759751879.8713963,762.07,-1952.05,2363.13,-36.06,62.5,36.78,798.1300000000001,-1889.55,2399.9100000000003,-4254.608000000001,-35.17450000000076,2222.7055
1759751879.9310517,763.27,-1953.25,2362.4,-37.26,62.5,38.24,800.53,-1890.75,2400.64,-4252.208000000001,-36.37450000000081,2223.4354999999996
1759751879.9910285,766.88,-1950.85,2362.16,-37.26,63.71,37.51,804.14,-1887.1399999999999,2399.67,-4248.598000000001,-32.76450000000068,2222.4655
1759751880.0508022,768.08,-1952.05,2362.4,-37.26,63.71,38.24,805.34,-1888.34,2400.64,-4247.398000000001,-33.964500000000726,2223.4354999999996
1759751880.1714826,769.28,-1950.85,2360.95,-37.26,61.3,37.27,806.54,-1889.55,2398.22,-4246.198000000001,-35.17450000000076,2221.0154999999995
1759751880.23084,772.89,-1948.44,2356.84,-37.26,62.5,37.75,810.15,-1885.94,2394.59,-4242.588000000002,-31.564500000000862,2217.3855
1759751880.2909925,774.09,-1948.44,2360.71,-37.26,63.71,35.82,811.35,-1884.73,2396.53,-4241.388000000001,-30.354500000000826,2219.3255
1759751880.4111164,776.49,-1947.24,2359.5,-37.26,62.5,38.72,813.75,-1884.74,2398.22,-4238.988000000001,-30.364500000000817,2221.0154999999995
1759751880.4709918,777.69,-1944.84,2358.05,-37.26,62.5,38.96,814.95,-1882.34,2397.01,-4237.788000000001,-27.964500000000726,2219.8055
1759751880.5311842,781.3,-1946.04,2360.23,-37.26,62.5,37.99,818.56,-1883.54,2398.22,-4234.178000000002,-29.16450000000077,2221.0154999999995
1759751880.5907474,82.94,-2162.4,2300.21,-37.26,62.5,37.03,120.19999999999999,-2099.9,2337.2400000000002,-4932.538000000001,-245.5245000000009,2160.0355
1759751880.7108564,73.32,-2129.94,2273.35,-36.06,62.5,36.78,109.38,-2067.44,2310.13,-4943.358000000001,-213.06450000000086,2132.9255
1759751880.7711754,157.46,-2089.08,2309.16,-37.26,62.5,37.99,194.72,-2026.58,2347.1499999999996,-4858.018000000001,-172.20450000000073,2169.9454999999994
1759751880.8304937,79.33,-2099.89,2284.24,-37.26,62.5,36.78,116.59,-2037.3899999999999,2321.02,-4936.148000000001,-183.01450000000068,2143.8154999999997
1759751880.95116,-217.56,-2085.47,2272.38,-37.26,61.3,37.03,-180.3,-2024.1699999999998,2309.4100000000003,-5233.038000000001,-169.79450000000065,2132.2055
1759751881.0111995,-808.95,-2042.2,2263.91,-36.06,62.5,36.78,-772.8900000000001,-1979.7,2300.69,-5825.6280000000015,-125.32450000000085,2123.4855
1759751881.071481,-509.65,-2028.98,2269.96,-36.06,61.3,37.51,-473.59,-1967.68,2307.4700000000003,-5526.328000000001,-113.30450000000087,2130.2655
1759751881.1318343,-407.48,-2021.76,2287.38,-37.26,63.71,37.03,-370.22,-1958.05,2324.4100000000003,-5422.958000000001,-103.67450000000076,2147.2055
1759751881.2510183,-341.37,-2013.35,2297.31,-37.26,61.3,37.99,-304.11,-1952.05,2335.2999999999997,-5356.848000000001,-97.67450000000076,2158.0954999999994
1759751881.3108141,-293.29,-2007.34,2307.23,-37.26,62.5,38.24,-256.03000000000003,-1944.84,2345.47,-5308.768000000001,-90.46450000000073,2168.2654999999995
1759751881.489693,-287.28,-2009.74,2307.23,-37.26,62.5,37.75,-250.01999999999998,-1947.24,2344.98,-5302.758000000002,-92.86450000000082,2167.7754999999997
1759751881.4916928,-359.4,-2065.04,2294.89,-38.46,62.5,38.72,-320.94,-2002.54,2333.6099999999997,-5373.678000000001,-148.16450000000077,2156.4054999999994
1759751881.5511594,-280.07,-2028.98,2302.39,-37.26,63.71,38.48,-242.81,-1965.27,2340.87,-5295.548000000002,-110.89450000000079,2163.6654999999996
1759751881.6703038,-221.17,-2018.16,2315.7,-36.06,63.71,37.03,-185.10999999999999,-1954.45,2352.73,-5237.848000000001,-100.07450000000085,2175.5254999999997
1759751881.7917192,-200.73,-2004.94,2314.0,-37.26,63.71,38.24,-163.47,-1941.23,2352.24,-5216.208000000001,-86.85450000000083,2175.0354999999995
1759751881.8504136,-1050.55,-2125.14,2207.28,-37.26,63.71,37.75,-1013.29,-2061.43,2245.03,-6066.028000000001,-207.05450000000064,2067.8255
1759751881.911104,-765.67,-2038.59,2238.02,-38.46,62.5,36.3,-727.2099999999999,-1976.09,2274.32,-5779.948000000001,-121.71450000000073,2097.1155
1759751882.030373,-668.31,-2028.98,2248.91,-38.46,62.5,36.78,-629.8499999999999,-1966.48,2285.69,-5682.588000000002,-112.10450000000083,2108.4855
1759751882.0912,-610.62,-2018.16,2265.36,-37.26,61.3,38.24,-573.36,-1956.8600000000001,2303.6,-5626.098000000001,-102.48450000000093,2126.3954999999996
1759751882.150516,-567.34,-2012.15,2270.44,-36.06,62.5,37.99,-531.28,-1949.65,2308.43,-5584.018000000001,-95.2745000000009,2131.2254999999996
1759751882.2107418,-569.75,-2007.34,2278.19,-36.06,62.5,37.03,-533.69,-1944.84,2315.2200000000003,-5586.428000000002,-90.46450000000073,2138.0155
1759751882.3304622,-534.89,-2000.13,2277.22,-37.26,61.3,37.99,-497.63,-1938.8300000000002,2315.2099999999996,-5550.368000000001,-84.45450000000096,2138.0054999999993
1759751882.3913257,-507.24,-1994.12,2289.8,-37.26,62.5,36.78,-469.98,-1931.62,2326.5800000000004,-5522.718000000001,-77.2445000000007,2149.3755
1759751882.4509528,-485.61,-1988.11,2295.61,-37.26,61.3,36.06,-448.35,-1926.81,2331.67,-5501.088000000002,-72.43450000000075,2154.4655
1759751882.5705616,-466.38,-1984.5,2298.52,-37.26,61.3,38.24,-429.12,-1923.2,2336.7599999999998,-5481.858000000001,-68.82450000000085,2159.5554999999995
1759751882.63109,-448.35,-1978.49,2304.32,-37.26,62.5,38.72,-411.09000000000003,-1915.99,2343.04,-5463.828000000001,-61.61450000000082,2165.8354999999997
1759751882.6908853,-432.72,-1974.89,2306.02,-37.26,62.5,36.54,-395.46000000000004,-1912.39,2342.56,-5448.198000000001,-58.01450000000091,2165.3554999999997
1759751882.7515392,-418.3,-1970.08,2310.86,-37.26,61.3,38.24,-381.04,-1908.78,2349.1,-5433.778000000001,-54.40450000000078,2171.8954999999996
1759751882.8715405,-405.07,-1966.47,2308.2,-37.26,63.71,37.51,-367.81,-1902.76,2345.71,-5420.548000000002,-48.3845000000008,2168.5054999999998
1759751882.9312372,-393.05,-1961.66,2314.0,-37.26,62.5,37.27,-355.79,-1899.16,2351.27,-5408.528000000001,-44.78450000000089,2174.0654999999997
1759751882.9911401,-382.24,-1959.26,2320.3,-36.06,62.5,38.72,-346.18,-1896.76,2359.02,-5398.9180000000015,-42.3845000000008,2181.8154999999997
1759751883.170631,-370.22,-1956.86,2323.93,-37.26,62.5,36.3,-332.96000000000004,-1894.36,2360.23,-5385.698000000001,-39.98450000000071,2183.0254999999997
1759751883.2293508,-361.8,-1954.45,2321.26,-37.26,63.71,37.51,-324.54,-1890.74,2358.7700000000004,-5377.278000000001,-36.36450000000082,2181.5655
1759751883.2313588,-350.98,-1949.64,2322.72,-37.26,63.71,36.3,-313.72,-1885.93,2359.02,-5366.458000000001,-31.55450000000087,2181.8154999999997
1759751883.2913058,-343.77,-1947.24,2323.2,-37.26,62.5,38.96,-306.51,-1884.74,2362.16,-5359.248000000001,-30.364500000000817,2184.9554999999996
1759751883.4110482,-334.16,-1944.84,2331.43,-37.26,62.5,38.48,-296.90000000000003,-1882.34,2369.91,-5349.638000000001,-27.964500000000726,2192.7054999999996
1759751883.471193,-325.74,-1942.43,2327.8,-37.26,62.5,37.03,-288.48,-1879.93,2364.8300000000004,-5341.218000000001,-25.55450000000087,2187.6255
1759751883.5316534,-319.73,-1940.03,2331.67,-36.06,62.5,37.75,-283.67,-1877.53,2369.42,-5336.408000000001,-23.15450000000078,2192.2155
1759751883.6508842,-311.32,-1938.83,2330.46,-38.46,62.5,36.54,-272.86,-1876.33,2367.0,-5325.598000000001,-21.954500000000735,2189.7954999999997
1759751883.7116117,-305.31,-1932.82,2334.09,-37.26,62.5,37.51,-268.05,-1870.32,2371.6000000000004,-5320.788000000001,-15.944500000000744,2194.3955
1759751883.7717786,-298.1,-1930.41,2336.51,-36.06,63.71,37.51,-262.04,-1866.7,2374.0200000000004,-5314.778000000001,-12.324500000000853,2196.8155
1759751883.891325,-292.09,-1928.01,2331.43,-37.26,63.71,37.27,-254.82999999999998,-1864.3,2368.7,-5307.568000000001,-9.924500000000762,2191.4954999999995
1759751883.951669,-286.08,-1926.81,2336.75,-36.06,63.71,37.27,-250.01999999999998,-1863.1,2374.02,-5302.758000000002,-8.724500000000717,2196.8154999999997
1759751884.0113726,-281.27,-1924.4,2338.69,-37.26,62.5,36.54,-244.01,-1861.9,2375.23,-5296.748000000001,-7.524500000000899,2198.0254999999997
1759751884.0713792,-274.06,-1922.0,2339.9,-37.26,62.5,38.48,-236.8,-1859.5,2378.38,-5289.538000000001,-5.124500000000808,2201.1755
1759751884.1919508,-268.05,-1920.8,2337.72,-37.26,63.71,37.27,-230.79000000000002,-1857.09,2374.99,-5283.528000000001,-2.7145000000007258,2197.7854999999995
1759751884.251515,-264.44,-1919.59,2338.93,-37.26,61.3,37.75,-227.18,-1858.29,2376.68,-5279.9180000000015,-3.9145000000007713,2199.4754999999996
1759751884.311278,-258.43,-1915.99,2341.11,-37.26,62.5,36.06,-221.17000000000002,-1853.49,2377.17,-5273.908000000001,0.8854999999991833,2199.9655
1759751884.4300406,-254.82,-1913.58,2340.87,-37.26,62.5,37.99,-217.56,-1851.08,2378.8599999999997,-5270.298000000002,3.295499999999265,2201.6554999999994
1759751884.4909925,-248.81,-1912.38,2340.62,-37.26,62.5,37.27,-211.55,-1849.88,2377.89,-5264.288000000001,4.495499999999083,2200.6854999999996
1759751884.5516474,-245.21,-1911.18,2344.25,-36.06,62.5,38.48,-209.15,-1848.68,2382.73,-5261.888000000001,5.695499999999129,2205.5254999999997
1759751884.611868,-240.4,-1908.78,2344.25,-37.26,62.5,38.48,-203.14000000000001,-1846.28,2382.73,-5255.8780000000015,8.09549999999922,2205.5254999999997
1759751884.6709712,-235.59,-1907.57,2345.46,-37.26,62.5,39.69,-198.33,-1845.07,2385.15,-5251.068000000001,9.305499999999256,2207.9455
1759751884.7899764,-231.99,-1905.17,2345.46,-37.26,62.5,39.45,-194.73000000000002,-1842.67,2384.91,-5247.468000000001,11.70549999999912,2207.7054999999996
1759751884.9110694,-222.37,-1902.77,2348.61,-37.26,62.5,37.75,-185.11,-1840.27,2386.36,-5237.848000000001,14.10549999999921,2209.1555
1759751885.0315154,-219.97,-1900.36,2342.8,-37.26,62.5,36.54,-182.71,-1837.86,2379.34,-5235.448000000001,16.515499999999292,2202.1355
1759751885.2105153,-216.36,-1897.96,2345.22,-37.26,62.5,37.75,-179.10000000000002,-1835.46,2382.97,-5231.838000000002,18.915499999999156,2205.7654999999995
1759751885.2115219,-211.55,-1896.76,2344.74,-37.26,61.3,38.48,-174.29000000000002,-1835.46,2383.22,-5227.028000000001,18.915499999999156,2206.0154999999995
1759751885.2148707,-207.95,-1894.35,2348.61,-37.26,62.5,37.75,-170.69,-1831.85,2386.36,-5223.428000000001,22.525499999999283,2209.1555
1759751885.3313422,-204.34,-1891.95,2346.19,-37.26,63.71,38.24,-167.08,-1828.24,2384.43,-5219.818000000001,26.135499999999183,2207.2254999999996
1759751885.3906941,-200.73,-1891.95,2347.64,-37.26,62.5,37.03,-163.47,-1829.45,2384.67,-5216.208000000001,24.925499999999147,2207.4655
1759751885.4513726,-197.13,-1890.75,2346.43,-37.26,63.71,37.51,-159.87,-1827.04,2383.94,-5212.608000000001,27.33549999999923,2206.7355
1759751885.5704489,-194.72,-1888.34,2350.3,-36.06,63.71,36.54,-158.66,-1824.6299999999999,2386.84,-5211.398000000001,29.74549999999931,2209.6355
1759751885.630104,-192.32,-1885.94,2348.13,-37.26,63.71,37.99,-155.06,-1822.23,2386.12,-5207.798000000002,32.145499999999174,2208.9154999999996
1759751885.6917114,-187.51,-1885.94,2345.22,-38.46,62.5,36.3,-149.04999999999998,-1823.44,2381.52,-5201.788000000001,30.935499999999138,2204.3154999999997
1759751885.750349,-185.11,-1884.74,2352.48,-36.06,62.5,36.3,-149.05,-1822.24,2388.78,-5201.788000000001,32.13549999999918,2211.5755
1759751885.871044,-181.5,-1882.33,2349.09,-36.06,63.71,37.75,-145.44,-1818.62,2386.84,-5198.178000000001,35.7554999999993,2209.6355
1759751885.9312592,-177.9,-1881.13,2352.72,-37.26,62.5,38.96,-140.64000000000001,-1818.63,2391.68,-5193.3780000000015,35.74549999999908,2214.4754999999996
1759751886.0512292,-176.69,-1879.93,2347.16,-37.26,63.71,37.03,-139.43,-1816.22,2384.19,-5192.1680000000015,38.155499999999165,2206.9855
1759751886.110847,-173.09,-1878.73,2350.06,-37.26,63.71,37.03,-135.83,-1815.02,2387.09,-5188.568000000001,39.35549999999921,2209.8855
1759751886.1713915,-171.89,-1879.93,2348.37,-37.26,62.5,37.75,-134.63,-1817.43,2386.12,-5187.368000000001,36.94549999999913,2208.9154999999996
1759751886.2911053,-167.08,-1876.32,2351.51,-37.26,61.3,37.27,-129.82000000000002,-1815.02,2388.78,-5182.558000000001,39.35549999999921,2211.5755
1759751886.2931046,-164.67,-1875.12,2349.82,-37.26,61.3,36.54,-127.41,-1813.82,2386.36,-5180.148000000001,40.555499999999256,2209.1555
1759751886.4118388,-161.07,-1873.92,2350.3,-36.06,63.71,36.78,-125.00999999999999,-1810.21,2387.0800000000004,-5177.748000000001,44.165499999999156,2209.8755
1759751886.4709215,-159.87,-1872.72,2353.21,-37.26,63.71,36.54,-122.61000000000001,-1809.01,2389.75,-5175.348000000001,45.3654999999992,2212.5454999999997
1759751886.5310767,-158.66,-1871.51,2351.76,-34.86,61.3,36.3,-123.8,-1810.21,2388.0600000000004,-5176.538000000001,44.165499999999156,2210.8555
1759751886.71131,-155.06,-1870.31,2352.48,-37.26,62.5,36.54,-117.80000000000001,-1807.81,2389.02,-5170.538000000001,46.56549999999925,2211.8154999999997
1759751886.7128122,-152.65,-1869.11,2353.21,-37.26,62.5,37.51,-115.39000000000001,-1806.61,2390.7200000000003,-5168.1280000000015,47.76549999999929,2213.5155
1759751886.8302393,-150.25,-1867.91,2353.69,-37.26,63.71,38.24,-112.99000000000001,-1804.2,2391.93,-5165.728000000001,50.17549999999915,2214.7254999999996
